timeStamp,elapsed,label,bytes,sentBytes,grpThreads,Latency,Connect,Principale1,Principale2,Principale3,Principale4,Principale5,Cluster
"1,760462e+12",4,HTTP medium_5,665890,142,30,2,0,"-0,282669338","0,7908210127","0,7011749389","0,2742767101","-0,974071173",4
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",5,HTTP heavy_1,2560291,141,30,1,0,"0,2982617129","-0,644441921","-0,353212798","0,1830434187","0,2412744495",7
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",5,HTTP heavy_1,2560291,141,30,1,0,"0,2982617129","-0,644441921","-0,353212798","0,1830434187","0,2412744495",7
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",5,HTTP medium_7,973112,143,30,1,0,"-0,435111787","-0,164706852","1,5838627763","-0,715221238","0,3738671857",6
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",10,HTTP heavy_3,5120290,141,30,1,0,"1,5124582448","-0,772270632","-0,205671534","0,0831862623","0,3049363013",7
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,1,0,"0,398589624","-0,649971533","-0,337872494","0,1766414918","0,2416923563",7
"1,760462e+12",0,HTTP light_2,5428,141,30,0,0,"-1,106991681","-1,663601837","-0,632263612","-0,222024486","1,4324838277",5
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",7,HTTP heavy_1,2560291,141,30,2,0,"0,6914039651","0,4912864945","-0,190880517","0,6750285074","-1,012637437",2
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",2,HTTP light_7,36156,141,30,2,0,"-0,512810085","0,6177117375","-0,337429359","0,773935162","-1,075436699",2
"1,760462e+12",10,HTTP heavy_3,5120290,141,30,1,0,"1,5124582448","-0,772270632","-0,205671534","0,0831862623","0,3049363013",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",6,HTTP medium_7,973112,143,30,1,0,"-0,334783875","-0,170236464","1,5992030798","-0,721623165","0,3742850925",6
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",4,HTTP medium_5,665890,142,30,2,0,"-0,282669338","0,7908210127","0,7011749389","0,2742767101","-0,974071173",4
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,1,0,"0,398589624","-0,649971533","-0,337872494","0,1766414918","0,2416923563",7
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",10,HTTP heavy_3,5120290,141,30,1,0,"1,5124582448","-0,772270632","-0,205671534","0,0831862623","0,3049363013",7
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,1,0,"1,6127861559","-0,777800245","-0,190331231","0,0767843354","0,3053542081",7
"1,760462e+12",3,HTTP medium_3,256295,142,30,2,0,"-0,497005019","0,8123793397","0,6745004101","0,2915341122","-0,984340534",4
"1,760462e+12",2,HTTP light_5,18719,141,30,1,0,"-0,710149976","-0,52839354","-0,469563546","0,2696083516","0,178891612",7
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",2,HTTP medium_7,973112,143,30,1,0,"-0,73609552","-0,148118014","1,5378418659","-0,696015458","0,3726134652",6
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",4,HTTP medium_5,665890,142,30,2,0,"-0,282669338","0,7908210127","0,7011749389","0,2742767101","-0,974071173",4
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",6,HTTP medium_7,973112,143,30,2,0,"-0,142297445","0,9765511762","1,7308547536","-0,216834223","-0,880462608",4
"1,760462e+12",2,HTTP medium_7,973112,143,30,1,0,"-0,73609552","-0,148118014","1,5378418659","-0,696015458","0,3726134652",6
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,1,0,"0,398589624","-0,649971533","-0,337872494","0,1766414918","0,2416923563",7
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",2,HTTP light_5,18719,141,30,1,0,"-0,710149976","-0,52839354","-0,469563546","0,2696083516","0,178891612",7
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,2,0,"1,8052725858","0,3689873955","-0,058679557","0,5815732778","-0,949393492",9
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",2,HTTP light_7,36156,141,30,1,0,"-0,705296515","-0,529075903","-0,469081033","0,2691462196","0,1793110014",7
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,2,0,"1,8052725858","0,3689873955","-0,058679557","0,5815732778","-0,949393492",9
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",6,HTTP medium_7,973112,143,30,1,0,"-0,334783875","-0,170236464","1,5992030798","-0,721623165","0,3742850925",6
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",2,HTTP light_5,18719,141,30,2,0,"-0,517663546","0,618394101","-0,337911872","0,7743972939","-1,075856088",2
"1,760462e+12",10,HTTP heavy_3,5120290,141,30,1,0,"1,5124582448","-0,772270632","-0,205671534","0,0831862623","0,3049363013",7
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",3,HTTP medium_3,256295,142,30,2,0,"-0,497005019","0,8123793397","0,6745004101","0,2915341122","-0,984340534",4
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,1,0,"1,6127861559","-0,777800245","-0,190331231","0,0767843354","0,3053542081",7
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,1,0,"1,6127861559","-0,777800245","-0,190331231","0,0767843354","0,3053542081",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",9,HTTP heavy_3,5120290,141,30,1,0,"1,4121303336","-0,76674102","-0,221011838","0,0895881891","0,3045183945",7
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",19,HTTP heavy_3,5120290,141,30,1,0,"2,4154094452","-0,822037147","-0,067608803","0,0255689208","0,3086974628",8
"1,760462e+12",17,HTTP heavy_3,5120290,141,30,1,0,"2,2147536229","-0,810977921","-0,09828941","0,0383727744","0,3078616491",8
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,2,0,"0,591076054","0,4968161072","-0,20622082","0,6814304342","-1,013055344",2
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",10,HTTP heavy_3,5120290,141,30,1,0,"1,5124582448","-0,772270632","-0,205671534","0,0831862623","0,3049363013",7
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",9,HTTP heavy_1,2560291,141,30,1,0,"0,6995733575","-0,666560371","-0,291851584","0,1574357113","0,2429460768",7
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,1,0,"0,398589624","-0,649971533","-0,337872494","0,1766414918","0,2416923563",7
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
"1,760462e+12",3,HTTP medium_5,665890,142,30,1,0,"-0,575483679","-0,350437015","0,5541829616","-0,224110305","0,2802586204",5
"1,760462e+12",2,HTTP light_7,36156,141,30,1,0,"-0,705296515","-0,529075903","-0,469081033","0,2691462196","0,1793110014",7
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",2,HTTP medium_3,256295,142,30,1,0,"-0,78981936","-0,328878688","0,5275084328","-0,206852903","0,2699892592",5
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",4,HTTP medium_5,665890,142,30,2,0,"-0,282669338","0,7908210127","0,7011749389","0,2742767101","-0,974071173",4
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",11,HTTP heavy_3,5120290,141,30,2,0,"1,8052725858","0,3689873955","-0,058679557","0,5815732778","-0,949393492",9
"1,760462e+12",4,HTTP medium_7,973112,143,30,2,0,"-0,342953268","0,9876104016","1,7001741467","-0,204030369","-0,881298422",4
"1,760462e+12",6,HTTP heavy_1,2560291,141,30,2,0,"0,591076054","0,4968161072","-0,20622082","0,6814304342","-1,013055344",2
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",1,HTTP light_7,36156,141,30,1,0,"-0,805624426","-0,52354629","-0,484421336","0,2755481465","0,1788930946",7
"1,760462e+12",1,HTTP light_5,18719,141,30,0,0,"-1,002964317","-1,669651568","-0,616555523","-0,228778664","1,4332214056",5
"1,760462e+12",7,HTTP medium_7,973112,143,30,1,0,"-0,234455964","-0,175766077","1,6145433832","-0,728025092","0,3747029993",6
"1,760462e+12",2,HTTP medium_3,256295,142,30,2,0,"-0,59733293","0,8179089525","0,6591601066","0,2979360391","-0,984758441",4
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",1,HTTP light_5,18719,141,30,1,0,"-0,810477887","-0,522863927","-0,484903849","0,2760102784","0,1784737052",7
"1,760462e+12",2,HTTP light_7,36156,141,30,2,0,"-0,512810085","0,6177117375","-0,337429359","0,773935162","-1,075436699",2
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",2,HTTP light_2,5428,141,30,2,0,"-0,521362999","0,6189142188","-0,338279658","0,7747495446","-1,07617576",2
"1,760462e+12",2,HTTP medium_5,665890,142,30,1,0,"-0,675811591","-0,344907402","0,5388426582","-0,217708379","0,2798407136",5
"1,760462e+12",5,HTTP heavy_1,2560291,141,30,1,0,"0,2982617129","-0,644441921","-0,353212798","0,1830434187","0,2412744495",7
"1,760462e+12",3,HTTP medium_5,665890,142,30,2,0,"-0,38299725","0,7963506254","0,6858346355","0,2806786369","-0,97448908",4
"1,760462e+12",1,HTTP light_2,5428,141,30,1,0,"-0,81417734","-0,522343809","-0,485271635","0,2763625291","0,1781540341",7
"1,760462e+12",12,HTTP heavy_3,5120290,141,30,2,0,"1,905600497","0,3634577828","-0,043339254","0,575171351","-0,948975585",9
"1,760462e+12",3,HTTP medium_7,973112,143,30,1,0,"-0,635767609","-0,153647626","1,5531821694","-0,702417385","0,373031372",6
